idcliente,plan_internacional_preferente,plan_internet_ilimitado,mb_navegados,total_minutos_horario_normal,total_llamadas_horario_normal,cobro_llamadas_horario_normal,total_minutos_horario_reducido,total_llamadas_horario_reducido,cobro_llamadas_horario_reducido,total_minutos_horario_nocturno,total_llamadas_horario_nocturno,cobro_llamadas_horario_nocturno,total_minutos_llamadas_internacionales,total_llamadas_internacionales,cobro_llamadas_internacionales,llamadas_a_servicio_de_atencion_al_cliente,fuga
1224,No,Si,3100,181.6,91,17009,213.2,120,9984,207.8,104,5152,11.4,4,1697,1,Vigente
1225,No,No,0,178.4,97,16712,168.3,113,7885,120.5,93,2986,9.3,9,1383,1,Vigente
1226,No,No,0,106.4,84,9968,140.2,104,6568,90.9,81,2254,11.4,3,1697,1,Vigente
1227,No,No,0,170.7,101,15990,240.2,82,11251,119,112,2953,11.4,4,1697,2,Vigente
1228,No,Si,3300,184.5,139,17285,183.2,78,8579,127.4,106,3157,12.3,6,1829,0,Vigente
1229,No,Si,3700,161.2,109,15097,204.2,79,9565,231.5,87,5741,8.9,4,1322,1,Vigente
1230,No,No,0,84.9,77,7951,257.5,109,12061,210.5,66,5218,7.5,5,1119,2,Vigente
1231,No,No,0,217.9,71,20409,230.1,116,10778,232.1,110,5752,10.6,2,1576,1,Vigente
1232,No,No,0,270.9,98,25374,226.2,110,10596,178.8,60,4436,8.8,5,1311,0,Fugado
1233,No,No,0,243,91,22762,183.9,77,8612,184.3,109,4568,15.3,6,2276,0,Fugado
1234,No,No,0,128.2,71,12006,48.1,78,2254,116.3,80,2882,8.9,3,1322,0,Vigente
1235,No,No,0,126.3,115,11830,168.8,112,7907,154.6,95,3835,9.8,7,1460,2,Vigente
1236,No,No,0,178.7,56,16739,215.7,79,10100,152.7,84,3785,10.6,2,1576,4,Vigente
1237,No,No,0,159,109,14894,255.1,142,11946,82.4,73,2044,10.1,4,1504,0,Vigente
1238,No,No,0,150.9,79,14133,161.8,87,7576,167.7,115,4160,11.7,5,1741,3,Vigente
1239,Si,Si,2400,219.9,118,20596,208.5,116,9764,352.5,111,8739,8.1,4,1004,3,Vigente
1240,No,No,0,168,116,15737,192.4,94,9009,166.5,98,4127,10.1,3,1504,2,Vigente
1241,No,Si,3400,162.1,83,15186,171.8,117,8045,259.8,76,6441,9.6,3,1427,4,Fugado
1242,No,No,0,198.8,107,18624,195.5,91,9158,213.3,120,5290,16.5,7,2457,5,Vigente
1243,Si,No,0,256.8,90,24057,230.1,104,10778,143.6,82,3559,9.1,10,1128,3,Vigente
1244,No,Si,3500,182.8,122,17125,212.7,119,9962,193.8,103,4805,11,2,1636,1,Vigente
1245,No,Si,3800,196.8,92,18436,254.2,108,11907,261.8,85,6491,7.7,2,1146,1,Vigente
1246,No,No,0,140.1,120,13125,231.4,128,10838,188.1,127,4661,11.2,5,1664,2,Vigente
1247,No,No,0,194.3,83,18200,189.9,97,8893,232.2,102,5758,9,3,1339,5,Vigente
1248,No,No,0,117.6,66,11014,214,108,10023,239.5,94,5940,8.8,5,1311,1,Vigente
1249,Si,No,0,193.7,108,18144,186.6,98,8739,223,100,5532,11.6,8,1438,0,Vigente
1250,No,No,0,243.1,105,22773,231.4,108,10838,180.9,120,4485,7.8,4,1163,2,Vigente
1251,No,No,0,145.4,132,13621,129.3,91,6055,186.4,109,4623,5.2,4,771,1,Vigente
1252,No,No,0,169.1,105,15841,169.9,102,7956,244.9,106,6072,9.9,10,1471,3,Vigente
1253,No,No,0,229.3,93,21478,184.5,111,8640,168.2,91,4171,8.8,3,1311,2,Vigente
1254,Si,No,0,197.2,97,18470,211.7,115,9912,210.1,133,5207,8.3,4,1029,4,Vigente
1255,No,Si,3300,186.4,84,17461,201,136,9417,286.7,103,7108,11.1,3,1653,2,Fugado
1256,No,No,0,76.1,121,7130,290.3,73,13599,236.9,89,5874,10.8,3,1609,0,Vigente
1257,No,No,0,162.8,65,15252,185,109,8667,219.5,104,5444,6,3,893,2,Vigente
1258,No,No,0,182.3,115,17075,199.2,97,9328,120.2,113,2981,18,5,2678,1,Vigente
1259,Si,No,0,194.4,83,18211,247.8,84,11604,245.4,93,6083,11.2,7,1389,2,Vigente
1260,No,Si,2000,189.3,95,17731,118.6,113,5554,250.2,102,6204,12.5,4,1862,2,Vigente
1261,No,Si,2200,160.1,107,14998,168.7,136,7901,23.2,102,573,9.5,4,1416,3,Vigente
1262,No,No,0,145,76,13582,240.7,112,11273,197.1,134,4887,7.1,4,1058,3,Vigente
1263,No,No,0,220.7,105,20674,119.3,127,5587,165.1,113,4094,11.5,7,1714,4,Vigente
1264,No,Si,3100,224.7,69,21048,134.5,81,6298,120.3,104,2981,7.5,5,1119,1,Fugado
1265,No,No,0,147,79,13769,162.3,103,7604,162.9,80,4039,10.5,4,1565,1,Vigente
1266,No,Si,3900,260.8,130,24431,213.4,111,9995,195.6,97,4849,10.1,5,1504,1,Vigente
1267,No,No,0,155.4,127,14557,164.1,45,7686,157.7,128,3912,9,3,1339,0,Vigente
1268,No,No,0,166.2,112,15566,255.3,81,11957,228.1,97,5653,5.4,7,804,1,Vigente
1269,No,No,0,211.8,115,19842,260.5,102,12199,144.2,96,3576,10.8,7,1609,0,Vigente
1270,No,Si,4500,130.5,114,12227,208.4,94,9758,141.6,114,3510,11,5,1636,4,Fugado
1271,No,No,0,162.7,102,15241,292,105,13676,183.3,80,4546,8.7,6,1295,0,Vigente
1272,Si,Si,3700,237.1,76,22211,264.2,125,12375,271.3,120,6728,7.9,3,980,1,Vigente
1273,No,No,0,166.2,102,15566,217.6,112,10194,220.2,68,5460,13.2,2,1962,4,Vigente
1274,No,No,0,121.7,48,11400,125.8,112,5890,261.6,122,6485,8.3,2,1234,6,Fugado
1275,No,No,0,176.4,62,16524,201,124,9417,150.4,138,3730,11.2,2,1664,0,Vigente
1276,No,Si,2700,67.4,116,6314,244,78,11428,281.1,93,6970,11.4,2,1697,2,Vigente
1277,No,No,0,229.7,129,21517,336,104,15737,192.8,128,4783,9.6,1,1427,1,Fugado
1278,No,Si,2400,176,118,16486,277.9,116,13015,174.7,71,4331,14.7,7,2187,1,Vigente
1279,No,No,0,247.7,77,23203,269.5,108,12623,167.3,82,4149,9.6,7,1427,0,Fugado
1280,No,No,0,115.4,90,10811,262.6,68,12298,245.7,69,6094,13.1,5,1951,2,Vigente
1281,No,No,0,112.2,95,10508,209.6,108,9819,260.9,78,6469,13.9,1,2066,0,Fugado
1282,No,No,0,162.6,138,15230,154,109,7213,209.7,118,5201,11.5,4,1714,0,Vigente
1283,No,No,0,229.4,107,21489,214.1,99,10028,289.6,95,7180,10.4,6,1548,4,Vigente
1284,No,No,0,139.6,96,13075,124.2,93,5819,95.6,75,2369,15,4,2232,2,Vigente
1285,No,No,0,263.8,66,24712,251.3,116,11769,200.1,112,4959,8.4,2,1251,5,Fugado
1286,No,Si,4600,217.5,123,20376,233.7,84,10943,163.9,99,4066,9,3,1339,4,Vigente
1287,No,Si,1400,114.3,132,10706,199.8,91,9356,194.7,74,4827,7.5,8,1119,1,Vigente
1288,No,No,0,196.3,108,18387,136.8,96,6408,154.7,87,3835,7.7,3,1146,2,Vigente
1289,No,No,0,253.2,95,23715,188,116,8805,142,133,3521,4.4,4,656,1,Vigente
1290,No,No,0,98,99,9180,240.7,62,11273,254.8,123,6320,10.5,4,1565,0,Vigente
1291,No,No,0,249.4,118,23362,211.5,95,9907,169,116,4193,9.1,3,1355,0,Vigente
1292,No,Si,3000,129.6,107,12139,233,104,10915,297,93,7367,14.5,5,2160,1,Vigente
1293,No,No,0,221.3,106,20729,267.6,98,12535,111.5,80,2766,9.3,7,1383,0,Vigente
1294,No,No,0,220.7,106,20674,177.8,118,8326,206.1,102,5108,12.4,9,1846,1,Vigente
1295,No,No,0,87.6,76,8204,262,111,12271,184.6,125,4579,9.2,5,1366,1,Vigente
1296,No,No,0,203.6,61,19070,161.7,127,7571,175.9,97,4364,8.4,3,1251,0,Vigente
1297,No,No,0,213.6,110,20007,234.9,121,11003,229.6,157,5692,8.8,3,1311,2,Vigente
1298,No,Si,3100,181.6,112,17009,220.7,100,10337,236.3,121,5857,12.9,4,1917,2,Vigente
1299,No,Si,2200,215.4,123,20178,328.7,98,15395,160.5,89,3978,7.8,6,1163,1,Vigente
1300,No,No,0,266.3,90,24944,207.8,117,9731,205,98,5086,14,2,2083,2,Fugado
1301,No,No,0,199.2,111,18657,175.1,83,8199,210.6,84,5223,10.2,2,1515,3,Vigente
1302,No,No,0,115,130,10772,137.8,83,6452,224,61,5554,7.3,4,1085,3,Vigente
1303,No,No,0,270.5,69,25340,230,112,10772,136,111,3372,9.6,5,1427,1,Fugado
1304,No,No,0,222.2,127,20811,153.1,125,7169,227.4,80,5637,12.9,4,1917,1,Vigente
1305,No,No,0,61.9,78,5797,262.6,114,12298,212.5,110,5268,8.8,2,1311,3,Vigente
1306,No,No,0,141.1,92,13218,249.1,126,11665,136,73,3372,10.8,2,1609,2,Vigente
1307,No,No,0,189.2,81,17720,184.4,117,8634,255.8,83,6342,10.6,5,1576,3,Fugado
1308,No,No,0,196,135,18359,186,146,8711,153,92,3796,9.8,1,1460,3,Vigente
1309,No,No,0,171.6,119,16073,205,107,9604,170.6,114,4232,13.8,4,2055,0,Vigente
1310,Si,No,0,174,123,16299,161.3,115,7554,260.7,98,6463,11.4,3,1414,2,Vigente
1311,No,No,0,78.6,106,7361,187.3,110,8772,184.2,111,4568,7.4,5,1102,1,Fugado
1312,No,No,0,200.9,92,18817,164.3,91,7697,249,98,6177,8.9,7,1322,1,Vigente
1313,No,No,0,141.3,123,13235,253.6,87,11880,215.8,96,5350,6.4,2,953,1,Vigente
1314,No,No,0,235.8,130,22090,176,69,8243,63.6,122,1576,7.3,1,1085,2,Vigente
1315,No,No,0,185.1,100,17340,165.1,88,7731,111.6,104,2766,6.3,4,937,3,Vigente
1316,No,No,0,254.3,113,23820,78.9,104,3697,153.2,69,3796,11.8,2,1758,2,Vigente
1317,No,No,0,183,103,17142,214.8,77,10061,206.4,73,5119,8.7,6,1295,2,Vigente
1318,No,Si,2900,163.5,80,15318,274.8,136,12871,381.9,147,9472,7.5,5,1119,2,Vigente
1319,No,No,0,207.9,98,19472,210.5,96,9857,109.6,114,2716,7.7,2,1146,2,Vigente
1320,No,No,0,248.6,102,23285,174.9,93,8193,207.2,86,5135,6.1,3,909,3,Vigente
1321,No,Si,3100,185.4,105,17368,197.6,126,9257,147.1,110,3648,14.5,4,2160,2,Vigente
1322,No,No,0,197.8,60,18530,221,64,10353,168.6,134,4182,8.9,5,1322,1,Vigente
1323,Si,No,0,132.1,42,12375,138.9,88,6507,192.6,119,4777,9.1,1,1128,2,Fugado
1324,No,No,0,197.1,117,18464,227.8,128,10667,214,101,5306,9.3,11,1383,0,Vigente
1325,No,No,0,154.6,112,14480,184.2,105,8629,217.4,102,5389,12.6,5,1873,2,Vigente
1326,No,Si,3100,153.1,115,14343,185.9,59,8706,224.3,102,5560,10,1,1488,6,Fugado
1327,No,No,0,211.2,119,19781,231.1,120,10822,220.9,80,5477,6.3,9,937,2,Vigente
1328,No,No,0,96.8,92,9069,142.6,103,6678,210.1,115,5207,10.9,5,1620,2,Fugado
1329,No,No,0,172,145,16111,276.4,101,12943,193.7,100,4805,10.1,9,1504,1,Vigente
1330,No,No,0,141.1,91,13218,147.2,100,6893,254.7,75,6314,8,7,1190,2,Vigente
1331,No,Si,2900,151.1,121,14155,244.7,88,11461,154.4,91,3829,13.8,2,2055,2,Vigente
1332,No,No,0,209.6,107,19632,228.8,96,10717,172.4,85,4276,7.6,2,1130,3,Vigente
1333,No,Si,3200,247,109,23136,125.6,91,5885,226.5,90,5615,10.5,4,1565,3,Vigente
1334,No,Si,3000,221.4,114,20740,165.8,116,7764,247,105,6127,10.8,12,1609,1,Vigente
1335,No,No,0,321.3,99,30096,167.9,93,7863,193.6,106,4799,8,4,1190,1,Fugado
1336,No,No,0,243.7,124,22828,60,90,2810,189,129,4684,11.3,2,1681,0,Vigente
1337,No,No,0,251.5,85,23561,214.2,98,10034,186.1,71,4612,11.1,6,1653,3,Vigente
1338,Si,No,0,236.9,107,22189,157.6,105,7383,241,120,5978,7.3,2,905,0,Fugado
1339,No,No,0,159.7,79,14960,216.7,131,10149,206.7,116,5124,9.3,3,1383,2,Vigente
1340,Si,No,0,148.2,96,13880,220.4,111,10320,134.2,97,3328,9.2,1,1141,4,Fugado
1341,No,No,0,150.9,86,14133,268.6,129,12579,179.9,73,4463,14.7,1,2187,1,Vigente
1342,No,Si,2800,210.5,101,19720,250.5,86,11731,241.6,125,5989,11.5,2,1714,1,Vigente
1343,No,Si,2400,170.9,71,16007,201.4,80,9433,159,124,3940,4.1,5,612,2,Vigente
1344,No,No,0,254.7,80,23858,90.2,79,4226,153.4,60,3802,10.6,8,1576,0,Vigente
1345,No,No,0,284.4,89,26641,157,113,7356,242.8,91,6022,8.4,8,1251,0,Fugado
1346,No,No,0,0,0,0,159.6,130,7477,167.1,88,4144,6.8,1,1014,4,Fugado
1347,Si,No,0,133.7,45,12524,187.8,107,8794,181.9,89,4513,10.7,2,1327,1,Fugado
1348,No,No,0,224.9,117,21065,191.9,127,8987,229.9,97,5703,10.3,3,1532,0,Vigente
1349,No,No,0,151.8,98,14221,209.9,92,9830,266.9,86,6618,11.9,5,1769,1,Vigente
1350,No,Si,2200,141.4,107,13246,163,105,7637,220,99,5455,5.6,3,832,2,Vigente
1351,No,No,0,285.7,124,26762,230.9,106,10816,230.7,140,5719,14.8,7,2204,0,Fugado
1352,No,No,0,58.4,121,5471,262.2,64,12282,159,115,3940,11.9,5,1769,1,Vigente
1353,No,Si,1600,90.4,105,8469,201.3,109,9428,227.1,115,5631,13.1,4,1951,0,Vigente
1354,No,No,0,114.4,91,10717,216.6,123,10144,250.6,102,6215,11,3,1636,0,Vigente
1355,No,No,0,147.7,103,13836,222.7,78,10430,163.5,102,4055,12.8,3,1906,2,Vigente
1356,No,Si,3100,302.7,93,28354,240.5,119,11262,193.9,103,4810,13.6,14,2022,3,Vigente
1357,No,No,0,136.1,120,12750,204.2,103,9565,228.2,90,5659,11.3,4,1681,1,Vigente
1358,No,No,0,169.7,84,15896,165.9,86,7769,191.9,83,4761,12.8,6,1906,3,Vigente
1359,No,No,0,227.2,89,21280,194.4,106,9103,243.4,126,6033,14.9,2,2215,0,Vigente
1360,No,No,0,217.8,91,20404,220.6,97,10331,277.3,89,6876,10.3,6,1532,1,Fugado
1361,No,No,0,124.2,102,11632,123.9,115,5802,135.7,100,3367,13.1,8,1951,2,Vigente
1362,No,No,0,206.2,76,19313,232.4,76,10882,251.6,96,6237,13.6,2,2022,1,Vigente
1363,No,No,0,132.9,122,12447,67,62,3141,160.4,121,3978,9.9,2,1471,3,Vigente
1364,No,Si,3100,104.9,115,9824,237.6,125,11130,263.4,104,6529,7.7,6,1146,3,Vigente
1365,No,No,0,245,97,22949,250.7,75,11742,270.2,124,6700,13.7,8,2039,1,Fugado
1366,No,No,0,184.5,118,17285,224,95,10491,180.5,82,4474,11.6,3,1725,1,Vigente
1367,No,No,0,89.5,66,8386,179.3,104,8397,225.1,116,5582,12.3,1,1829,3,Vigente
1368,Si,No,0,235.6,131,22068,194.8,107,9125,170.6,93,4232,8.6,4,1066,1,Vigente
1369,No,No,0,186,127,17423,262.3,96,12287,98.9,63,2452,11.5,6,1714,4,Vigente
1370,No,No,0,223.9,75,20971,155.7,109,7290,150.2,143,3725,7.3,9,1085,1,Vigente
1371,No,No,0,179.5,125,16817,162.3,139,7604,264.5,133,6557,6.6,2,981,1,Vigente
1372,No,No,0,169.4,102,15869,253.5,113,11874,197.1,93,4887,8.9,5,1322,1,Vigente
1373,No,No,0,118.1,90,11064,144.3,77,6761,225.1,86,5582,8.2,6,1218,1,Vigente
1374,No,No,0,112,105,10491,193.7,110,9069,208.9,93,5179,4.1,4,612,4,Fugado
1375,No,Si,3200,168.4,129,15775,225.9,97,10579,191.8,95,4755,8.5,7,1267,0,Vigente
1376,No,Si,4200,214.3,112,20073,188.2,107,8816,333.5,117,8271,11.3,10,1681,0,Vigente
1377,No,No,0,245.7,139,23015,241.9,113,11329,285.3,117,7075,4.2,5,623,4,Fugado
1378,No,Si,3400,156.6,134,14668,71,95,3328,261.7,120,6491,13.4,10,1995,1,Vigente
1379,Si,Si,4300,142.8,96,13378,272.3,100,12756,193.4,105,4794,8.9,4,1104,1,Vigente
1380,No,No,0,202.4,115,18960,230.7,115,10805,202,127,5009,10.2,2,1515,3,Vigente
1381,No,No,0,116.8,119,10943,123.1,123,5763,217.5,101,5394,12,2,1785,1,Vigente
1382,No,No,0,155.7,110,14585,260.3,103,12194,192.2,98,4766,11,1,1636,1,Vigente
1383,No,Si,3900,236.1,107,22117,289.2,110,13544,175.4,107,4347,9.1,4,1355,2,Vigente
1384,No,Si,2100,138.1,113,12937,260.1,83,12183,135.4,118,3356,8.2,2,1218,2,Vigente
1385,No,No,0,51.9,108,4860,162,83,7587,223.5,115,5543,10.1,3,1504,3,Vigente
1386,No,No,0,81.3,116,7615,220.6,124,10331,235.7,113,5846,8.9,3,1322,0,Vigente
1387,No,Si,3500,171.5,98,16067,153.1,127,7169,165.6,125,4105,7.1,3,1058,0,Vigente
1388,No,No,0,126,96,11802,144.3,80,6761,302.8,102,7510,7.6,3,1130,1,Vigente
1389,Si,No,0,197.2,127,18470,156,92,7306,204.1,99,5058,9.9,6,1228,4,Vigente
1390,No,No,0,194.1,62,18183,227.2,54,10640,190.4,115,4722,15.3,4,2276,1,Vigente
1391,No,No,0,115.7,105,10838,127.8,113,5984,107.5,91,2667,9.3,6,1383,1,Vigente
1392,No,Si,2900,157.2,118,14723,196.3,136,9196,226.7,109,5620,8.4,5,1251,3,Vigente
1393,No,No,0,269.7,85,25263,207.6,86,9725,214.2,107,5312,4.5,15,672,3,Fugado
1394,No,No,0,246.4,107,23081,228.1,124,10684,166.4,95,4127,9.1,8,1355,0,Vigente
1395,No,No,0,227.4,121,21302,268.5,89,12574,143.3,82,3554,13,4,1934,1,Vigente
1396,No,No,0,189.8,110,17781,115.5,83,5411,191.3,103,4744,12.2,4,1813,0,Vigente
1397,Si,Si,2700,188.9,124,17693,160.9,102,7538,197.7,100,4904,11.5,5,1426,4,Vigente
1398,No,No,0,0,0,0,192.1,119,8998,168.8,95,4188,7.2,4,1069,1,Vigente
1399,No,Si,1900,110.5,87,10353,227.8,97,10667,243.6,84,6039,11,4,1636,1,Vigente
1400,No,No,0,167.6,116,15698,219.2,112,10265,215.9,94,5356,11.7,2,1741,4,Vigente
1401,No,No,0,132,90,12364,197.5,75,9251,175.8,114,4358,0,0,0,3,Vigente
1402,No,No,0,167.8,88,15720,247.9,81,11610,155.1,108,3846,11.9,4,1769,0,Vigente
1403,No,No,0,213.4,86,19990,204.7,77,9587,256.6,101,6364,5.7,4,849,1,Vigente
1404,No,No,0,175.4,120,16431,98.3,71,4606,201.9,93,5009,10.6,1,1576,0,Vigente
1405,No,Si,3900,82.6,113,7736,224.4,63,10508,163.6,88,4055,9.5,1,1416,3,Vigente
1406,No,No,0,143.2,80,13411,88.1,94,4127,233.2,135,5780,8.8,7,1311,4,Fugado
1407,No,No,0,125.5,139,11758,269.8,93,12634,235.8,110,5846,8.9,8,1322,1,Vigente
1408,No,Si,3100,82.3,105,7708,256.1,91,11995,229.6,98,5692,11.8,2,1758,6,Fugado
1409,No,No,0,165.6,104,15511,195.9,115,9174,118.3,77,2931,11.8,3,1758,1,Vigente
1410,No,Si,3000,183.1,95,17153,232.6,110,10893,248.3,110,6155,8.4,2,1251,0,Vigente
1411,No,No,0,162.1,91,15186,212.1,94,9935,260.4,78,6458,12.2,5,1813,1,Vigente
1412,No,No,0,166.6,84,15604,192.4,91,9009,167.9,115,4166,7.7,6,1146,1,Vigente
1413,No,Si,2400,135.9,60,12728,233.2,78,10921,210.6,121,5223,9.4,4,1400,1,Vigente
1414,No,Si,2000,165.7,78,15522,215.6,94,10100,243.3,91,6033,9.8,6,1460,0,Vigente
1415,No,No,0,176.1,90,16497,174.9,106,8193,234.7,134,5819,9.7,4,1444,1,Vigente
1416,No,No,0,142.3,89,13329,204.5,95,9576,203.1,114,5036,9.1,1,1355,0,Vigente
1417,No,No,0,177.6,121,16635,296.8,92,13902,192.9,106,4783,7.6,3,1130,3,Vigente
1418,No,No,0,83.2,74,7791,190.6,104,8926,150.5,79,3730,10.7,7,1592,1,Vigente
1419,Si,Si,3700,235,101,22012,183.3,79,8585,139.8,106,3466,5.7,7,707,2,Vigente
1420,No,No,0,105.7,95,9901,141.8,100,6640,180.5,105,4474,6.6,12,981,2,Vigente
1421,Si,No,0,149.4,68,13995,171.9,98,8050,214.5,97,5317,17.9,3,2220,3,Fugado
1422,No,Si,2000,264.7,81,24795,216.5,110,10138,210.7,102,5223,10.4,7,1548,0,Vigente
1423,No,Si,3100,160.3,45,15015,221.5,70,10375,261.6,109,6485,5.6,1,832,1,Vigente
1424,Si,Si,2800,95.9,117,8981,159.5,131,7472,152.8,132,3791,10.4,3,1290,1,Vigente
1425,No,No,0,140.7,77,13180,195.2,114,9141,252.9,107,6270,11.7,5,1741,0,Vigente
1426,No,No,0,119.7,148,11213,231.8,96,10855,222.3,113,5510,4.6,2,683,2,Vigente
1427,No,Si,3000,99.9,84,9356,263.5,125,12342,254.7,90,6314,9.8,7,1460,2,Vigente
1428,No,No,0,250.9,108,23500,171.4,100,8028,148.6,85,3686,9.6,6,1427,2,Vigente
1429,Si,No,0,200.6,117,18789,289.5,120,13560,98.3,95,2435,11.2,5,1389,2,Vigente
1430,No,Si,3800,209.8,130,19654,196.6,84,9207,233,79,5780,7,7,1041,1,Vigente
1431,No,Si,3400,198,70,18547,273.7,121,12816,217.9,71,5405,7.6,4,1130,1,Vigente
1432,No,No,0,239.8,107,22464,128.9,121,6039,249.9,110,6199,11.3,5,1681,1,Vigente
1433,No,No,0,164.5,75,15411,147.9,118,6926,252.7,97,6265,11.2,2,1664,0,Vigente
1434,No,No,0,220.9,107,20690,192.2,97,9003,161,74,3995,12.2,2,1813,1,Vigente
1435,No,Si,3700,112.8,150,10568,243.9,97,11422,178.7,112,4430,13.2,6,1962,2,Vigente
1436,Si,Si,1900,112.6,114,10546,261.7,132,12254,123.5,116,3064,11.1,2,1376,0,Fugado
1437,No,Si,2600,226.4,117,21208,234.7,97,10992,133.6,82,3312,10.8,7,1609,1,Vigente
1438,Si,Si,3400,244.9,118,22938,219.6,105,10287,210.8,136,5229,9.7,6,1203,4,Vigente
1439,No,No,0,203.2,99,19032,235.8,131,11042,224.9,112,5576,15.1,6,2248,2,Vigente
1440,No,No,0,136.7,115,12805,243.1,137,11384,188.9,110,4684,8.6,4,1278,0,Vigente
1441,No,No,0,152.6,97,14293,208.9,85,9786,119.1,99,2953,5,10,744,1,Vigente
1442,No,Si,4700,274.9,102,25748,186.6,118,8739,245,123,6078,8.8,2,1311,1,Vigente
1443,No,No,0,195.7,116,18332,209.1,87,9791,201.1,73,4987,8.3,3,1234,1,Fugado
1444,Si,No,0,204.3,82,19136,188.8,115,8844,139.4,97,3455,9.2,7,1141,1,Vigente
1445,No,No,0,222.3,99,20822,146.2,82,6849,275.6,82,6832,8.9,4,1322,3,Vigente
1446,No,Si,800,222.5,104,20844,171.5,94,8034,377.5,114,9361,9.7,2,1444,1,Vigente
1447,No,Si,2800,128.8,104,12067,157.3,52,7367,147.4,76,3653,10.3,2,1532,2,Vigente
1448,No,No,0,174.3,105,16326,171.3,107,8023,220.8,131,5477,8.3,2,1234,0,Vigente
1449,No,No,0,242.5,110,22718,162.3,140,7604,184.1,86,4562,7.8,3,1163,4,Vigente
1450,No,No,0,221.6,101,20756,285.2,50,13356,167.4,83,4149,12.7,6,1890,4,Vigente
1451,No,No,0,114.3,100,10706,221.1,103,10353,126.3,88,3130,10.9,9,1620,0,Vigente
1452,No,Si,3300,219.7,137,20580,186.8,94,8750,184.5,113,4573,9.5,2,1416,2,Vigente
1453,No,No,0,144.9,136,13571,151.3,115,7086,252.4,73,6259,12.3,3,1829,2,Vigente
1454,No,Si,4000,236.5,111,22156,117,110,5482,221.1,115,5482,8.1,3,1207,2,Vigente
1455,No,Si,4400,174,80,16299,209.4,113,9808,224.1,87,5554,14.1,7,2099,2,Fugado
1456,No,No,0,109.5,95,10260,332.1,48,15555,258.6,108,6414,6.6,7,981,1,Vigente
1457,No,Si,3300,81.6,120,7642,235.6,85,11037,150.9,113,3741,9.9,4,1471,1,Vigente
1458,No,No,0,133.4,113,12497,121,92,5670,254.7,129,6314,5.9,4,876,1,Vigente
1459,No,No,0,137.1,94,12844,209.8,83,9824,238.4,114,5912,8.6,4,1278,1,Vigente
1460,No,No,0,197,88,18453,190.4,68,8915,211.9,104,5257,16.1,8,2397,0,Vigente
1461,No,No,0,198.1,160,18558,156.7,87,7339,182.1,76,4513,9.3,3,1383,3,Vigente
1462,No,No,0,39.5,78,3703,264.3,106,12381,185.8,90,4606,10,6,1488,0,Vigente
1463,No,No,0,199.5,107,18690,207.5,110,9720,83.9,123,2083,8.1,4,1207,2,Vigente
1464,No,No,0,156.8,93,14690,215.8,68,10105,223.3,77,5538,7.6,6,1130,1,Vigente
1465,No,No,0,183.4,85,17180,237.6,100,11130,228,94,5653,9,5,1339,3,Vigente
1466,No,No,0,132.4,120,12403,121.6,101,5697,197.7,84,4904,8.6,2,1278,1,Vigente
1467,No,No,0,63.2,108,5918,220.2,88,10315,184,99,4562,5.1,3,760,0,Vigente
1468,Si,Si,3500,181.1,59,16965,215.9,116,10111,216.3,106,5361,16.9,4,2096,0,Fugado
1469,No,Si,2700,117.5,102,11009,206.8,127,9687,194.4,114,4821,4.2,7,623,3,Vigente
1470,No,Si,2700,218.7,79,20486,163.4,78,7653,173.8,116,4309,15,1,2232,0,Vigente
1471,No,Si,4100,207.3,95,19417,137.3,120,6430,115.7,74,2871,5.9,3,876,1,Vigente
1472,No,No,0,150.6,99,14106,301.5,83,14122,158.7,104,3934,8.1,5,1207,0,Vigente
1473,Si,No,0,273.3,66,25599,263.6,121,12348,165.2,84,4094,12,7,1488,1,Fugado
1474,Si,No,0,266.1,120,24927,182,92,8524,206.5,103,5119,10.3,4,1277,1,Vigente
1475,No,No,0,112.8,89,10568,156.7,65,7339,249.6,85,6188,16.3,6,2424,0,Vigente
1476,No,No,0,104.7,112,9808,82.2,104,3851,169.4,110,4199,15.8,7,2353,3,Vigente
1477,No,Si,3500,193.8,62,18155,197.6,97,9257,218.8,95,5427,5.9,4,876,0,Vigente
1478,No,No,0,168.6,102,15792,298,117,13957,194.7,110,4827,9.8,5,1460,1,Vigente
1479,No,No,0,253.2,122,23715,201,78,9417,195.3,108,4843,9.7,7,1444,2,Vigente
1480,No,Si,1600,174.7,92,16365,232.1,105,10871,305.4,98,7571,8.9,2,1322,1,Vigente
1481,No,No,0,87,102,8149,193.6,64,9069,205.8,120,5102,11,5,1636,0,Vigente
1482,No,Si,3400,204.5,79,19158,132.8,113,6221,190.1,117,4711,14.8,9,2204,2,Vigente
1483,No,No,0,226.5,93,21219,152.1,122,7124,164.4,98,4077,9.4,4,1400,3,Vigente
1484,Si,No,0,234.1,91,21930,163.1,105,7637,282.5,100,7003,10,3,1240,1,Vigente
1485,Si,No,0,133.3,106,12486,182.9,89,8568,241.1,123,5978,12.9,2,1600,3,Fugado
1486,No,No,0,133.9,87,12541,166.4,110,7791,193.5,139,4799,15.4,3,2292,1,Vigente
1487,No,No,0,160.2,104,15004,138.9,70,6507,312.5,97,7747,9.7,2,1444,0,Vigente
1488,No,Si,4400,230.6,94,21599,224.1,103,10497,244,76,6050,11.1,2,1653,0,Vigente
1489,No,No,0,227.4,84,21302,176,81,8243,206.1,120,5108,6.3,4,937,2,Vigente
